Latitude,proportion
401113N,8.725495899016927e-05
444938N,8.725495899016927e-05
26.247222,8.725495899016927e-05
41.565,8.725495899016927e-05
48.15,8.725495899016927e-05
042940N,8.725495899016927e-05
32,8.725495899016927e-05
413823N,8.725495899016927e-05
030138N,8.725495899016927e-05
41.433333,8.725495899016927e-05
415922N,8.725495899016927e-05
25.793055,8.725495899016927e-05
394220N,8.725495899016927e-05
40.966667,8.725495899016927e-05
415425N,8.725495899016927e-05
34.25,8.725495899016927e-05
034729N,8.725495899016927e-05
40.869445,8.725495899016927e-05
42.565833,8.725495899016927e-05
32.353889,8.725495899016927e-05
41.21,8.725495899016927e-05
431233N,8.725495899016927e-05
040112N,8.725495899016927e-05
035150N,8.725495899016927e-05
582118N,8.725495899016927e-05
66.885555,8.725495899016927e-05
33.866667,8.725495899016927e-05
42,8.725495899016927e-05
46,8.725495899016927e-05
411146N,8.725495899016927e-05
43.139722,8.725495899016927e-05
415735N,8.725495899016927e-05
441939N,8.725495899016927e-05
364839N,8.725495899016927e-05
413522N,8.725495899016927e-05
040128N,8.725495899016927e-05
033270N,8.725495899016927e-05
042532N,8.725495899016927e-05
34.883333,8.725495899016927e-05
401144N,8.725495899016927e-05
34.2,8.725495899016927e-05
39.192222,8.725495899016927e-05
038211N,8.725495899016927e-05
33.333333,8.725495899016927e-05
42.910833,8.725495899016927e-05
614515N,8.725495899016927e-05
44.888889,8.725495899016927e-05
402855N,8.725495899016927e-05
035392N,8.725495899016927e-05
34.1,8.725495899016927e-05
33.145277,8.725495899016927e-05
32.115833,8.725495899016927e-05
33.818334,8.725495899016927e-05
61.179445,8.725495899016927e-05
035300N,8.725495899016927e-05
44.741389,8.725495899016927e-05
44.833333,8.725495899016927e-05
355551N,8.725495899016927e-05
33.254444,8.725495899016927e-05
38.288889,8.725495899016927e-05
33.226945,8.725495899016927e-05
25.799722,8.725495899016927e-05
