latitude,longitude
045712N,0105263W
441138N,0424123E
353845N,0803113W
030753N,0932234W
332531N,0111917W
391420N,0775423W
003660N,0086360W
362614N,0079514W
031932N,0812921W
006183N,1461441W
325940S,0069844W
034047N,0843551W
006800N,1443112W
,
302115N,0833639W
293017N,0951031W
351717N,0119851W
033566N,0083369W
041136N,0802448W
374041N,0121185W
373842N,1215835W
,
042651N,0087546W
175923N,0665532W
143759N,0903623W
275838N,0824533W
391925N,0762442W
472749N,1221848W
040218N,0761947W
294543N,0945053W
345410N,0883553W
375712N,1075434W
,
312552N,1105029W
043721N,0883924W
454153N,0092576W
034845N,1032434W
,
334518N,0118332W
391329N,0121020W
385835N,0761948W
335221N,1175838W
,
,
474636N,0117542W
061139N,0149549W
068442N,1515347W
052372N,0043133E
017365N,1012737W
043939N,0111228W
041372N,0872452W
042104N,0965046W
163912S,0493634W
364644N,0762644W
275431N,0824111W
273224N,0097712W
324852N,0972153W
037640N,0093289W
265453N,0815947W
034533N,1181242W
,
355927N,0115759W
414028N,0093118W
032739N,0081128W
355239N,0784715W
471333N,0040121E
,
,
471048N,1132643W
023931S,0444326W
361146N,0861830W
,
044546N,0123013W
353034N,0804248W
364356N,1194913W
283740N,0814810W
363956N,0761914W
,
,
,
611027N,1495953W
003300S,0006300W
092118N,0384330E
355549N,0095016W
,
032412N,0094574W
,
181255S,0049482W
384253N,0911025W
344723N,0077574W
,
373355N,0762657W
315751N,1013931W
004038N,1081643W
354925N,0843220W
332530N,0832750W
401850N,0112451W
221023N,1593929W
032526N,0116330W
035179N,0804917W
040416N,0002819W
044502N,0119423W
475650N,0971026W
303721N,0091828W
605624N,0014990W
034444N,0097633W
,
032438N,0985330W
311918N,0085275W
041440N,1022753W
324856N,0962118W
038207N,0095654W
041121N,0743723W
323353N,0082596W
344346N,0921329W
613125N,0166846W
373849N,0754544W
027418N,0822625W
033930N,0953716W
036162N,1152028W
353458N,0893514W
374528N,0971310W
004380N,0009410E
033250N,0112116W
,
343920N,0112257W
404114N,0741039W
471945N,1221336W
404017N,0732245W
035261N,0119316W
231252S,0051119W
421319N,0832123W
,
382844N,1224711W
394418N,0853419W
,
028300N,0079300W
313223N,0841127W
,
030417N,0941251W
282030N,0804110W
433531N,1185720W
293025N,0952839W
394127N,0835931W
381210N,1211548W
026418N,0080859W
003836N,0103713W
382034N,0822829W
405915N,0284830E
221229S,0172745E
,
004239S,0152640E
,
335632N,0962342W
381841S,1443421E
304043N,0881549W
424213N,0875714W
383129N,0089525W
052398N,0424630E
063438N,0031916E
281350N,0082940W
025543N,0080716W
324919N,1165812W
255057N,0812324W
033477N,1182525W
003300N,0112719W
413614N,0113537W
471553N,0008189E
341550N,1165122W
422455N,1242530W
465514N,0964857W
342516N,1195033W
294421N,0098274W
040372N,0741441W
394347N,0922724W
036541N,1185224W
411430N,0765519W
331322N,0972049W
325050N,0096516W
004342N,0831620W
,
381744N,0002458W
030240N,0862817W
404945N,0725147W
035204N,0942226W
445159N,1231154W
391143N,1194425W
381727N,1223727W
413126N,0071176W
,
611224N,0157102W
445255N,0931318W
342051N,0119339W
442527N,0103236W
010019N,0665824W
335842N,0835742W
324447N,0974057W
030221N,0093511W
332514N,1124110W
335829N,1173811W
045645N,0873730W
324046N,0965158W
304626N,0962716W
035031N,0080227W
,
037755N,0762935W
021220N,1575625W
421227N,0083217W
,
454817N,1083220W
405740N,0007354W
002506N,0803213W
594511N,1545446W
341517N,1182431W
293714N,0813921W
033489N,1182019W
272344N,0823316W
,
,
039721N,1083136W
,
464438N,0117634W
026026N,0801414W
142626N,0904333W
,
,
161528N,0611545W
384455N,0902212W
,
282637N,0811657W
302123N,0096624W
453747N,1162831W
295733N,0812023W
471146N,0122113W
041419N,0812326W
294153N,0821649W
415437N,0704344W
395029N,0771629W
613418N,1493224W
513619N,0000444W
322719N,0993858W
611249N,1495041W
335232N,0084187W
035210N,0107222W
,
033360N,1113611W
374136N,1214913W
003973N,1045436W
003196N,0812328W
334928N,1163024W
034343N,1181830W
385035N,0854854W
030591N,0914845W
041231N,0723021W
391823N,0875956W
473759N,0182555E
331618N,1113425W
040490N,0731447W
035399N,0092241W
274326N,0823954W
035290N,0081940W
373359N,0971030W
323656N,0095525W
,
421124N,1223938W
031321N,0096152W
401422N,0753324W
036158N,0106250W
283326N,0081438W
395858N,0104428W
293116N,0951432W
463446N,1164840W
375329N,1112748W
431125N,0111352W
,
004406N,0089121W
442759N,0007396W
594416N,0291339E
038259N,0822940W
046013N,0085437E
413318N,0112344W
251623N,0513629E
031561N,1021215W
272055N,0821041W
342111N,0008594W
038253N,1033046W
033577N,1172642W
,
,
275511N,0822652W
352110N,0784134W
,
331611N,1114840W
323018N,0944154W
222824N,1141712E
334059N,0785545W
335525N,1181953W
421023N,1021233W
414137N,0088746W
374336N,0971343W
424543N,0924817W
302342N,0973347W
044336N,0069557W
402119N,0761541W
233020S,0463841W
344322N,0795258W
036110N,0865312W
039255N,0772216W
412713N,0087025W
343814N,0864630W
335554N,0078423W
007122N,0752737W
435427N,0004547E
046138N,1234748W
,
382233N,0813535W
311646N,0855816W
363724N,0793731W
292222N,1005538W
041152N,0075139W
253021N,0803311W
405749N,0961149W
404532N,0872616W
321326N,0981058W
043145N,0077729W
343417N,0112259W
033756N,0097051W
,
364220N,0932656W
361617N,1193524W
,
363538N,0783339W
472530N,0614641W
215347S,0149160E
465534N,0984059W
264134N,0804835W
471151N,0122422W
033201N,0834341W
322936N,0805931W
032586N,0965011W
,
345350N,0081448W
027233S,0015373E
035112N,0106300W
,
,
301231N,0103159W
,
364154N,0108422W
,
,
283428N,0833654E
332019N,0117931W
303012N,0971423W
,
353913N,0805735W
533529N,0073838W
354931N,0083346W
142711N,0090531W
304031N,0882550W
301353N,0092353W
035361N,0974222W
355717N,0009587W
,
073727N,0076312W
,
,
312850N,0924354W
024113N,1054712W
,
036847N,1124531W
321426N,0804311W
,
031338N,0815213W
322710N,0965448W
571640N,1341434W
291026N,0821327W
404510N,0073313W
304111N,0971732W
054320N,0225412E
035515N,0972458W
332712N,0805135W
324617N,0974422W
035384N,0764514W
029467N,0974632W
,
475734N,0823032W
020110N,0103420W
611524N,1483457W
265444N,0815936W
341525N,1112021W
402116N,0795545W
394120N,0751522W
465444N,0071724E
333712N,1115450W
445127N,0093159W
033169N,1114840W
303056N,0964215W
021194N,1575513W
047178N,0681846W
041847N,0007250W
,
325350N,0097216W
385749N,0942218W
032441N,1171123W
342644N,0842645W
029615N,0811853W
036624N,0843544W
362738N,1165247W
,
037389N,0725139W
391023N,0764125W
043649N,0752520W
,
032587N,0965011W
332429N,1182444W
284533N,0821537W
325959N,0911854W
,
482814N,1222518W
004553N,0093931W
385830N,0761920W
404917N,0082310W
343448N,0775642W
731124N,0007224E
027266N,0804038W
041352N,0075157W
302137N,0894924W
036107N,0097513W
363342N,1193757W
203054N,0865544W
004000N,0007600W
613541N,0149517W
,
,
026418N,0972835W
,
443120N,0085611W
,
612319N,1493342W
045546N,1224414W
485631N,0543358W
355935N,0955312W
040150N,0086155W
343458N,0082219W
361112N,0009690W
381152N,0121436W
,
341249N,0119540W
033219N,1165445W
405014N,0895323W
361158N,0813848W
313834N,0100587W
261417N,0080530W
411237N,0862217W
038640N,0096650W
039473N,1043215W
030718N,0096512W
294650N,0953243W
402112N,0094550W
612945N,0149833W
321554N,0111725W
302459N,0087421W
030343N,0953310W
601114N,0154216W
403639N,0805828W
355847N,0115637W
405454N,0724731W
332832N,0843334W
335632N,0962340W
372631N,0122835W
624255N,1511915W
037378N,1222232W
,
,
425354N,0721615W
052240N,0158260E
373932N,0122722W
421924N,0885536W
040504N,0732925W
039550N,0855052W
441248N,0875737W
042162N,0715232W
582848N,1341232W
371211N,0107529W
045330N,0122241W
433352N,1161310W
036026N,1205244W
613335N,1494218W
048939N,0122933W
373043N,1221458W
383936N,0903846W
345018N,0921516W
033547N,0871850W
301328N,0009301W
,
034651N,1171257W
255138S,0285926E
333825N,1122147W
059271N,1351220W
034336N,1174726W
033121N,0965012W
331815N,1113923W
423023N,0123233W
454150N,0092578W
373759N,0841958W
039440N,0841239W
341625N,0834953W
305312N,0009427W
491656N,0135318E
363345N,0080810W
034747N,1162425W
304330N,0087127W
383829N,0095489W
039502N,1003225W
261359N,0973855W
,
,
058446N,0157119W
006261N,1453149W
039846N,0086370W
034103N,0101437W
475036N,0161536E
375132N,0120100W
035118N,1104355W
,
391737N,0122155W
235328S,0462529W
425354N,0721615W
405454N,0812637W
421217N,0011443E
030527N,0092251W
362846N,0775525W
,
381212N,1211519W
035332N,0011892W
003594N,0011810W
361238N,1151137W
335232N,0841811W
036432N,0091340W
341329N,0118822W
341728N,0884555W
041556N,0724635W
035400N,0973654W
364355N,0097559W
037213N,1133038W
362224N,0862430W
393429N,0775817W
395228N,0751431W
315027N,0097427W
026473N,0804136W
331234N,0964437W
371421N,0764258W
030233N,0103411W
385735N,0942217W
335816N,1124740W
403212N,0815721W
252953N,0803330W
,
623422N,1493220W
332739N,1114342W
304352N,0086914W
364632N,0895628W
382942N,1021724W
315834N,0805116W
003159N,0974111W
391324N,0121015W
028524N,0823413W
401234N,0854831W
374644N,0891454W
,
,
355127N,0833111W
411736N,0074357W
403411N,1222424W
301055N,0823437W
040819N,0751549W
040727N,0011106W
354321N,1191339W
,
,
034116N,1182643W
324938N,1165822W
039244N,1041735W
043145N,0078954W
039823N,0075597W
030436N,0912843W
424317N,0823547W
061616N,1512227W
352126N,0965634W
215345N,1593559W
331518N,0084241W
454558N,0093114W
044519N,0093151W
035144N,0871529W
042137N,0092123W
029436N,0815850W
461415N,0118821W
423412N,0842512W
405652N,0995551W
381555N,0775128W
391724N,1193036W
611114N,1495757W
413134N,0934428W
411836N,0743345W
039281N,0007711W
,
332630N,0094216W
003902N,0119454W
341922N,0119857W
404730N,0073597W
454216N,1084534W
214727S,0411822W
341028N,0091568W
431513N,0715152W
212749N,1581255W
060736N,1492512W
,
422134N,0071339W
,
433458N,0964434W
037740N,0762945W
322015N,1041548W
315626N,1021155W
039166N,1085152W
464729N,1161033W
302528N,0087327W
394950N,0754650W
374020N,0863811W
313032N,0742419E
591216N,0112623E
034500N,0092158W
035114N,1063516W
314452N,1023253W
,
603937N,0150541W
062451N,1502927W
040026N,0082045W
362829N,0814817W
405231N,0741653W
433215N,0084428W
372748N,1262624E
047854N,1165914W
393746N,0075129W
403330N,0008842W
,
004109N,0814518W
,
261128N,0098656W
361233N,1151143W
042656N,0875411W
047161N,0012244W
443648N,0884351W
404526N,1191246W
645751N,1482442W
029309N,0981438W
332411N,1182434W
332448N,0102915W
048338N,0011404W
461521N,0114732W
015158S,0080052W
042416N,1241714W
038748N,1211012W
044178N,0972733W
048939N,0122933W
382332N,0077190W
016128S,0463117W
034658N,0921238W
611047N,1484135W
364826N,1174654W
036180N,0921259W
003007N,0941038W
483417S,0018737W
033359N,0801232W
294112N,0094217W
042454N,0088154W
044397N,0925158W
033610S,1361813E
381558N,0772658W
,
333145N,0823038W
383413N,0090918W
293936N,0951722W
031341N,0942021W
461441N,0993241W
335512N,1182129W
026633N,0972939W
442453N,0115199W
303558N,0982434W
035251N,0008515W
374612N,0089025W
034739N,0782023W
423515N,0775655W
371421N,0764258W
354935N,0903257W
040749N,0834516W
394420N,0871310W
037351N,0891310W
332451N,0804841W
405651N,0741852W
385440N,1213334W
038420N,0085142W
405057N,0775055W
355632N,0079418W
046160N,0011976W
035141N,0811510W
041279N,0087025W
042339N,0094110W
284244N,0081356W
044059N,0117041W
353133N,0092100W
375145N,1201046W
324153N,0945656W
395251N,0080448W
036448N,0011598W
342959N,0833324W
342523N,0903129W
361238N,0961516W
038370N,0009080W
451333N,0123656W
331551N,0972758W
032745N,0113299W
,
371940N,1182350W
405034N,0775033W
029440N,0096333W
384447N,0852814W
471915N,1095631W
353456N,0106621W
321745N,0913224W
414250N,0695858W
373620N,0012227W
442342N,0711216W
374920N,1065422W
294356N,0095208W
061018N,0752528W
064524N,0148448W
591410N,0161431W
444015N,0885321W
,
411910N,0714833W
382035N,0921440W
041104N,0071351W
384752N,1042741W
025420N,0791526W
355640N,0812924W
101712N,0664857W
413034N,0075153W
026558N,0815927W
544019N,0253011E
033366N,0974632W
473148N,0122187W
034408N,1122416W
353125N,0085531W
411126N,0112028W
594549N,1511930W
612055N,1483144W
039423N,0791534W
433154N,0895856W
384824N,0945724W
045842N,0931237W
,
035538N,0835724W
461852N,0943214W
028521N,0082344W
047293N,0097430W
402942N,1073123W
261037N,0981428W
321545N,0107438W
374841N,0093355W
392038N,0851531W
,
,
,
039131N,1223944W
342740N,0113410W
047501N,0116291W
,
002604N,0801427W
,
,
293537N,0090910W
,
335814N,1181421W
512515N,0092332E
325342N,0105582W
321536N,1064912W
403155N,0086318W
402757N,0083176W
384541N,0108828W
038490N,0106718W
002604N,0801427W
384721N,0973939W
342723N,1023322W
421533N,0842742W
045547N,1134123W
032458N,1152754W
613638N,0015054W
392418N,0122057W
395634N,0745045W
041917N,1121948W
041282N,0743538W
244153N,0774744W
041341N,0875019W
,
394820N,0793256W
039253N,0772228W
422321N,0083015W
423314N,0714533W
475415N,1221618W
393948N,1195239W
371433N,0932316W
413736N,0073533W
584044N,1563858W
043326N,0834823W
332225N,0084355W
034190N,0081629W
304450N,0098144W
413056N,0075156W
181549N,0006605W
,
424834N,0855854W
394410N,1041943W
054542N,0073633W
003360N,0114240W
282031N,0804116W
325941N,0115316W
048447N,1131442W
343052N,1174550W
431854N,0834219W
,
385145N,0106925W
471924N,0116349W
261516N,0802456W
382954N,0785335W
,
593540N,1511449W
412637N,1064939W
004103N,0983656W
323820N,0914625W
401326N,0083213W
231657S,0046504W
040496N,0072520W
381723N,1191228W
383413N,0752752W
401954N,0094505W
004528N,0725721W
004000N,1115024W
035931N,1015026W
452011N,0093016W
032556N,0952649W
255954N,0801429W
394520N,0823926W
391758N,1145019W
424751N,0086934W
422426N,0882226W
040946N,0105949W
325922N,1153011W
042444N,0124200W
034163N,0865131W
321446N,0965511W
283935N,0096267W
283951N,0964637W
441945N,0844730W
403829N,0734643W
412811N,0712534W
045811N,0871114W
,
302447N,0975426W
043200N,0893115W
041934N,0104493W
402213N,0003476W
039831N,0096408W
044851N,0103624W
029492N,0953957W
331049N,0974943W
423412S,0734517W
361724N,0895911W
352525N,0854351W
041313N,0883616W
444141N,0692255W
384115N,0752133W
325438N,0099443W
365258N,0884044W
423036N,1232317W
351844N,0915244W
294842N,0982534W
012119S,0077652W
451110N,1091528W
422122N,0835046W
028309N,0813135W
284537N,0813621W
043297N,0071958W
643049N,0165238W
275636N,0081470W
324841N,0117817W
152632N,0875456W
372731N,0865059W
415811N,0735152W
333445N,1122455W
037317N,0843652W
612617N,0148405W
034339N,0834928W
474532N,1164443W
363946N,1213623W
,
462742N,0114442W
194420N,0156244W
375935N,0097624W
424650N,0741955W
003901N,0119457W
040952N,0105949W
425354N,0721615W
462440N,0087467W
455713N,0135143E
046956N,1212939W
039473N,1043215W
393429N,0775817W
,
351228N,0892340W
413551N,1115052W
463625N,1115858W
435025N,0116305W
373933N,0963140W
421234N,0071930W
324338N,0974056W
334326N,0933919W
023837N,0715627W
394915N,1202211W
048044N,1222613W
342719N,0845621W
043200N,0893115W
383756N,0775238W
,
,
424749N,0882228W
542418N,1101646W
,
595645N,1562134W
402214N,0003477E
,
442237N,0981150W
362220N,0973939W
612543N,1425530W
395733N,0793927W
591438N,1353125W
059357N,1511946W
355647N,0812919W
602018N,1461529W
375950N,0913651W
033286N,0993510W
413318N,0881227W
039346N,0095354W
,
395226N,0834114W
384810N,0121463W
035150N,0118180W
403839N,0734714W
402743N,0795641W
374942N,1213733W
435740N,0883325W
028344N,0814514W
041271N,0722736W
274848N,0802944W
411957N,0962619W
,
402120N,0795557W
383937N,0903845W
033950N,0084513W
444724N,0714935W
351033N,1185522W
395359N,0080922W
029381N,0953928W
413956N,0701653W
040373N,0741440W
361012N,0835420W
361720N,0952842W
391224N,0008416W
384316N,0773054W
404958N,0088588W
565449N,1245445E
038137N,1202446W
004414N,0924953W
412540N,0922240W
037535N,0008443W
372845N,1053756W
445759N,0922315W
362114N,0954812W
432315N,0933718W
034246N,0073415W
411742N,0009769W
041813N,0882636W
434648N,0882920W
033125N,0971153W
442829N,0094324W
371422N,0764259W
302345N,0854845W
041138N,0124037W
422136N,0094595W
435849N,0883327W
435929N,0883335W
029480N,0097360W
435844N,0911249W
401755N,0743116W
443721N,0861152W
355844N,0115759W
043502N,1114818W
335816N,1124740W
461911N,0120326W
033035N,0083322W
275741N,0803334W
453710N,0121106W
413457N,0883232W
,
004016N,1112858W
,
048447N,1131440W
454638N,1225149W
042212N,0892334W
373727N,1205658W
047164N,1223441W
343939N,1122459W
341153N,0118297W
044747N,0874057W
,
333755N,0114431W
040430N,0085150W
034393N,1064937W
035623N,1114327W
434613N,0088305W
401755N,0743119W
028480N,0067360W
644534N,1472332W
302226N,0862815W
441313N,1165427W
343254N,0089128W
281740N,0812622W
295952N,0912420W
333813N,0116923W
453340N,0955118W
047549N,1221659W
043739N,0854045W
385255N,0835258W
613411N,1493246W
003900N,0007600W
412434N,0815117W
039138N,1193612W
001900N,0008100W
,
004771N,1092235W
352151N,0991216W
421941N,0723640W
412551N,0881458W
422635N,0754814W
044134N,0883258W
613942N,0157843W
412455N,0933341W
402945N,0082548W
433011N,1141741W
352357N,0009107W
335557N,0078418W
038722N,0085733W
018208N,0645350W
505228N,0395259E
431219N,0711346W
394953N,0754527W
452542N,1225632W
039329N,0835439W
465331N,0981137W
381759N,0755314W
006263N,1453147W
013467N,1004952E
061944N,1463254W
435239N,0121279W
,
324853N,0117824W
412153N,0094127W
033484N,0118206W
614330N,0014849W
033343N,0963439W
331348N,0803224W
393425N,0086375W
055622N,0753630W
403824N,0734648W
381546N,0772711W
,
432955N,1002848W
465932N,0124825W
003934N,1115122W
612514N,1492942W
323955N,0097538W
331322N,0873559W
424148N,0785455W
413320N,0934129W
603151N,1501531W
041147N,0892626W
004085N,0119443W
037516N,0084431W
040176N,0741322W
452126N,1171512W
183432N,0695853W
043278N,0825033W
034295N,1174935W
404919N,0072521W
362252N,0096037W
453217N,1225652W
004425N,0071735W
061302N,1494021W
353010N,0921153W
,
004590N,0009371W
,
331841N,0844611W
611545N,1493917W
036146N,0011522W
044132N,0096438W
,
374442N,0106133W
059483N,1515046W
026136N,0803534W
,
402917N,0894033W
443926N,0934644W
035348N,0863347W
030436N,0915656W
061171N,1482646W
401414N,0081039W
425432N,0771931W
061153N,1494834W
031335N,0097921W
042928N,0121444W
004241N,1105649W
039284N,1171151W
591241N,1513318W
101725N,0664854W
433828N,0116385W
272910N,0081170W
375336N,0107500W
335214N,1175854W
393258N,0087229W
253843N,0802558W
371350N,0935549W
411436N,0765529W
272744N,0812039W
383022N,0982346W
332116N,0117152W
194435N,0156158W
355912N,0113493W
044409N,0121912W
372839N,0881252W
302824N,0871112W
006716S,0023348E
464340N,1133910W
035520N,0822021W
441914N,0694750W
315749N,0834657W
491910N,0082552E
464352N,1204158W
412244N,0795126W
030342N,0090139W
261136N,0080951W
614219N,0015791W
604627N,1515355W
033365N,0095425W
643040N,1464056W
423126N,0712930W
335920N,0982931W
035290N,0081940W
285036N,0813748W
393116N,1194556W
311815S,0295548E
065160N,0145140W
048428N,1131425W
004400N,0007000W
,
023201S,0051746W
362043N,0941310W
042552N,1144554W
004397N,0755447W
285927S,0029858E
614753N,1612956W
414732N,0081329W
472251N,0924952W
039837N,0078840W
343033N,1112823W
415447N,0724641W
431015N,0097182W
301616N,0944757W
026248N,0080343W
000000N,0000000E
343525N,0922846W
252820N,0764129W
385824N,1044912W
036041N,1065814W
313644N,0971349W
292251N,0991029W
483456N,1005059W
004201N,1035259W
482650N,1035425E
040914N,0831628W
702922N,0155351W
334549N,0117137W
385355N,1195938W
365422N,0094046W
275626N,0804217W
038349N,0934449W
033728N,0094948W
,
625324N,1491019W
333724N,0085857W
381118N,0845539W
391650N,0834033W
